Seed,Solucion Empleada,Problema,Tiempo,Nodos
1,Hybrid-sa-pso70-5it,chem,5276.11333101,899824
2,Hybrid-sa-pso70-5it,chem,5252.02478301,901248
3,Hybrid-sa-pso70-5it,chem,5431.96391601,905862
4,Hybrid-sa-pso70-5it,chem,5468.41897601,907360
5,Hybrid-sa-pso70-5it,chem,5320.02209701,907868
1,Hybrid-sa-pso70-5it,chem-1,5262.53789801,899824
2,Hybrid-sa-pso70-5it,chem-1,5304.92032601,901248
3,Hybrid-sa-pso70-5it,chem-1,5382.43738101,905862
4,Hybrid-sa-pso70-5it,chem-1,5668.04415101,907360
5,Hybrid-sa-pso70-5it,chem-1,5566.71175801,907868
1,Hybrid-sa-pso70-5it,chembis,2907.61007301,482172
2,Hybrid-sa-pso70-5it,chembis,2876.88849501,483216
3,Hybrid-sa-pso70-5it,chembis,2871.61398001,482464
4,Hybrid-sa-pso70-5it,chembis,2876.52825201,483216
5,Hybrid-sa-pso70-5it,chembis,2880.98667401,482464
1,Hybrid-sa-pso70-5it,ex6_1_3,196.189360001,16050
2,Hybrid-sa-pso70-5it,ex6_1_3,198.050242001,16772
3,Hybrid-sa-pso70-5it,ex6_1_3,223.793570001,18536
4,Hybrid-sa-pso70-5it,ex6_1_3,215.091513001,16514
5,Hybrid-sa-pso70-5it,ex6_1_3,213.823209001,16730
1,Hybrid-sa-pso70-5it,ex6_2_10,1193.89412901,330864
2,Hybrid-sa-pso70-5it,ex6_2_10,1186.42585401,330864
4,Hybrid-sa-pso70-5it,ex6_2_10,1193.86065901,330864
1,Hybrid-sa-pso70-5it,ex8_5_1bis,30.1372450001,4258
2,Hybrid-sa-pso70-5it,ex8_5_1bis,30.9587850001,4250
3,Hybrid-sa-pso70-5it,ex8_5_1bis,28.0725880001,3916
4,Hybrid-sa-pso70-5it,ex8_5_1bis,37.8149800001,5218
5,Hybrid-sa-pso70-5it,ex8_5_1bis,30.4668050001,4116
1,Hybrid-sa-pso70-5it,sambal,5845.02708001,489814
2,Hybrid-sa-pso70-5it,sambal,5563.02900401,476826
3,Hybrid-sa-pso70-5it,sambal,5359.21285501,466786
4,Hybrid-sa-pso70-5it,sambal,5841.83484801,522468
5,Hybrid-sa-pso70-5it,sambal,5315.28540001,476540
1,Hybrid-sa-pso70-5it,ex6_2_6,117.753826001,60056
2,Hybrid-sa-pso70-5it,ex6_2_6,117.345573001,60226
3,Hybrid-sa-pso70-5it,ex6_2_6,117.726248001,60256
4,Hybrid-sa-pso70-5it,ex6_2_6,116.177672001,59878
5,Hybrid-sa-pso70-5it,ex6_2_6,117.823943001,59878
1,Hybrid-sa-pso70-5it,ex6_2_8,58.3612220001,31722
2,Hybrid-sa-pso70-5it,ex6_2_8,58.5115600001,31824
3,Hybrid-sa-pso70-5it,ex6_2_8,58.1071840001,31714
4,Hybrid-sa-pso70-5it,ex6_2_8,58.9116070001,31906
5,Hybrid-sa-pso70-5it,ex6_2_8,58.5631850001,31906
1,Hybrid-sa-pso70-5it,ex6_2_9,52.0462900001,21586
2,Hybrid-sa-pso70-5it,ex6_2_9,51.4292300001,21586
3,Hybrid-sa-pso70-5it,ex6_2_9,51.7362420001,21586
4,Hybrid-sa-pso70-5it,ex6_2_9,51.6741830001,21430
5,Hybrid-sa-pso70-5it,ex6_2_9,51.8048890001,21430
1,Hybrid-sa-pso70-5it,ex6_2_12,17.3771490001,7898
2,Hybrid-sa-pso70-5it,ex6_2_12,17.3346210001,7898
3,Hybrid-sa-pso70-5it,ex6_2_12,17.2801920001,7898
4,Hybrid-sa-pso70-5it,ex6_2_12,17.5536710001,7898
5,Hybrid-sa-pso70-5it,ex6_2_12,17.5727250001,7898
1,Hybrid-sa-pso70-5it,ex8_4_4bis,186.168988001,76902
2,Hybrid-sa-pso70-5it,ex8_4_4bis,192.980441001,78990
3,Hybrid-sa-pso70-5it,ex8_4_4bis,187.106039001,77250
4,Hybrid-sa-pso70-5it,ex8_4_4bis,196.732057001,82186
5,Hybrid-sa-pso70-5it,ex8_4_4bis,191.535115001,80012
1,Hybrid-sa-pso70-5it,ex14_2_7,238.166420001,11314
2,Hybrid-sa-pso70-5it,ex14_2_7,239.875372001,11284
3,Hybrid-sa-pso70-5it,ex14_2_7,285.270447001,13456
4,Hybrid-sa-pso70-5it,ex14_2_7,244.261689001,11184
5,Hybrid-sa-pso70-5it,ex14_2_7,220.191922001,10394
1,Hybrid-sa-pso70-5it,ex6_1_3bis,32.2971070001,11338
2,Hybrid-sa-pso70-5it,ex6_1_3bis,32.1959270001,11338
3,Hybrid-sa-pso70-5it,ex6_1_3bis,31.9849250001,11338
4,Hybrid-sa-pso70-5it,ex6_1_3bis,32.0595420001,11338
5,Hybrid-sa-pso70-5it,ex6_1_3bis,32.1250570001,11338
1,Hybrid-sa-pso70-5it,ex2_1_9,19.3901580001,5168
2,Hybrid-sa-pso70-5it,ex2_1_9,18.3542980001,5044
3,Hybrid-sa-pso70-5it,ex2_1_9,19.4787040001,5202
4,Hybrid-sa-pso70-5it,ex2_1_9,19.5318690001,5194
5,Hybrid-sa-pso70-5it,ex2_1_9,19.3373270001,5160
1,Hybrid-sa-pso70-5it,himmel16,52.5859560001,3614
2,Hybrid-sa-pso70-5it,himmel16,49.1579810001,3370
3,Hybrid-sa-pso70-5it,himmel16,57.4865240001,4294
4,Hybrid-sa-pso70-5it,himmel16,50.1932030001,3380
5,Hybrid-sa-pso70-5it,himmel16,68.5687780001,4650
1,Hybrid-sa-pso70-5it,ex2_1_7,35.5717630001,2434
2,Hybrid-sa-pso70-5it,ex2_1_7,36.2499340001,2492
3,Hybrid-sa-pso70-5it,ex2_1_7,35.3682160001,2478
4,Hybrid-sa-pso70-5it,ex2_1_7,36.2942700001,2494
5,Hybrid-sa-pso70-5it,ex2_1_7,35.0502340001,2422
1,Hybrid-sa-pso70-5it,ex2_1_8,27.0088370001,1750
2,Hybrid-sa-pso70-5it,ex2_1_8,25.2202670001,1636
3,Hybrid-sa-pso70-5it,ex2_1_8,25.9855260001,1726
4,Hybrid-sa-pso70-5it,ex2_1_8,26.6532490001,1722
5,Hybrid-sa-pso70-5it,ex2_1_8,22.5341170001,1504
1,Hybrid-sa-pso70-5it,launch,15.3582020001,348
2,Hybrid-sa-pso70-5it,launch,15.8360640001,376
3,Hybrid-sa-pso70-5it,launch,12.5702090001,288
4,Hybrid-sa-pso70-5it,launch,8.38566000001,150
5,Hybrid-sa-pso70-5it,launch,6.84627700001,120
1,Hybrid-sa-pso70-5it,"hs088
",536.539560001,1050
