Seed,Solucion Empleada,Problema,Tiempo,Nodos
1,Particle-swarp-optimization30,"mistake
",2502.42508601,467992
2,Particle-swarp-optimization30,"mistake
",2774.76022301,479224
3,Particle-swarp-optimization30,"mistake
",2609.03051501,461046
4,Particle-swarp-optimization30,"mistake
",2686.76455901,490634
5,Particle-swarp-optimization30,"mistake
",2671.58593801,482832
1,Particle-swarp-optimization30,"odfits
",72.4816110001,18000
2,Particle-swarp-optimization30,"odfits
",73.0669260001,18140
3,Particle-swarp-optimization30,"odfits
",72.6397050001,18084
4,Particle-swarp-optimization30,"odfits
",71.8636100001,18122
5,Particle-swarp-optimization30,"odfits
",71.3867730001,17970
1,Particle-swarp-optimization30,ex2_1_9bis,204.291031001,75442
2,Particle-swarp-optimization30,ex2_1_9bis,200.618565001,74490
3,Particle-swarp-optimization30,ex2_1_9bis,203.042183001,75430
4,Particle-swarp-optimization30,ex2_1_9bis,200.146121001,74712
5,Particle-swarp-optimization30,ex2_1_9bis,214.194639001,74550
