Seed,Solucion Empleada,Problema,Tiempo,Nodos
5,Simulated-annealing-joa,ex2_1_8,27.8504360001,3094
1,Simulated-annealing-joa,launch,5.37624600001,198
2,Simulated-annealing-joa,launch,6.36429500001,236
3,Simulated-annealing-joa,launch,5.63149700001,200
4,Simulated-annealing-joa,launch,4.79476500001,182
5,Simulated-annealing-joa,launch,52.7497560001,7694
1,Simulated-annealing-joa,"hs088
",141.819408001,1346
2,Simulated-annealing-joa,"hs088
",137.978451001,1302
3,Simulated-annealing-joa,"hs088
",143.032750001,1332
4,Simulated-annealing-joa,"hs088
",146.722810001,1346
5,Simulated-annealing-joa,"hs088
",138.108944001,1288
1,Simulated-annealing-joa,"hs093
",649.811828001,411730
2,Simulated-annealing-joa,"hs093
",625.119070001,394020
3,Simulated-annealing-joa,"hs093
",705.201178001,467506
4,Simulated-annealing-joa,"hs093
",688.463825001,456762
5,Simulated-annealing-joa,"hs093
",642.558301001,405572
1,Simulated-annealing-joa,"hs102
",3030.52035901,984014
2,Simulated-annealing-joa,"hs102
",3020.39702901,990976
3,Simulated-annealing-joa,"hs102
",3053.93407901,987646
4,Simulated-annealing-joa,"hs102
",2994.16730001,972886
5,Simulated-annealing-joa,"hs102
",3213.41725201,1056680
1,Simulated-annealing-joa,"hs103
",960.466071001,279142
2,Simulated-annealing-joa,"hs103
",898.663509001,257160
3,Simulated-annealing-joa,"hs103
",956.681081001,274232
4,Simulated-annealing-joa,"hs103
",945.264770001,276214
5,Simulated-annealing-joa,"hs103
",919.750076001,266748
1,Simulated-annealing-joa,"hs108
",203.812654001,47436
2,Simulated-annealing-joa,"hs108
",202.736866001,58394
3,Simulated-annealing-joa,"hs108
",203.945442001,52286
4,Simulated-annealing-joa,"hs108
",183.431010001,43290
5,Simulated-annealing-joa,"hs108
",178.246071001,42042
1,Simulated-annealing-joa,"hs113
",21.2072340001,5308
2,Simulated-annealing-joa,"hs113
",25.7725090001,6492
3,Simulated-annealing-joa,"hs113
",21.8595970001,5438
4,Simulated-annealing-joa,"hs113
",22.7562950001,5730
5,Simulated-annealing-joa,"hs113
",20.2425480001,5206
1,Simulated-annealing-joa,"dualc5
",125.851023001,56962
2,Simulated-annealing-joa,"dualc5
",122.553654001,55614
3,Simulated-annealing-joa,"dualc5
",127.160430001,57424
4,Simulated-annealing-joa,"dualc5
",130.555574001,59062
5,Simulated-annealing-joa,"dualc5
",123.649046001,56408
1,Simulated-annealing-joa,"dualc8
",483.046334001,187254
2,Simulated-annealing-joa,"dualc8
",478.153145001,187066
3,Simulated-annealing-joa,"dualc8
",481.416308001,187888
4,Simulated-annealing-joa,"dualc8
",480.768922001,184994
5,Simulated-annealing-joa,"dualc8
",488.732823001,189942
1,Simulated-annealing-joa,"mistake
",2710.56717801,750930
2,Simulated-annealing-joa,"mistake
",2980.14512201,831428
3,Simulated-annealing-joa,"mistake
",1503.46646001,440208
4,Simulated-annealing-joa,"mistake
",2458.37061401,726300
5,Simulated-annealing-joa,"mistake
",2138.70400501,633818
1,Simulated-annealing-joa,"odfits
",44.2506440001,18594
2,Simulated-annealing-joa,"odfits
",43.0690350001,18802
3,Simulated-annealing-joa,"odfits
",42.1718170001,18154
4,Simulated-annealing-joa,"odfits
",42.1639480001,18338
5,Simulated-annealing-joa,"odfits
",44.3590800001,18504
1,Simulated-annealing-joa,ex2_1_9bis,263.307805001,138536
2,Simulated-annealing-joa,ex2_1_9bis,257.173208001,136696
3,Simulated-annealing-joa,ex2_1_9bis,220.902438001,116898
4,Simulated-annealing-joa,ex2_1_9bis,266.565832001,143148
5,Simulated-annealing-joa,ex2_1_9bis,272.817884001,142960
