Seed,Solucion Empleada,Problema,Tiempo,Nodos
3,Particle-swarp-optimization70,"hs113
",22.6399540001,3900
4,Particle-swarp-optimization70,"hs113
",28.1275130001,5026
5,Particle-swarp-optimization70,"hs113
",23.2788270001,4058
1,Particle-swarp-optimization70,"dualc5
",130.196235001,53876
2,Particle-swarp-optimization70,"dualc5
",129.847045001,54564
3,Particle-swarp-optimization70,"dualc5
",135.417690001,55086
4,Particle-swarp-optimization70,"dualc5
",132.753873001,53842
5,Particle-swarp-optimization70,"dualc5
",130.150444001,53842
1,Particle-swarp-optimization70,"dualc8
",1331.91281201,190222
2,Particle-swarp-optimization70,"dualc8
",1180.93995401,187270
3,Particle-swarp-optimization70,"dualc8
",1214.53909401,190446
4,Particle-swarp-optimization70,"dualc8
",1229.55448801,190742
5,Particle-swarp-optimization70,"dualc8
",1216.24332401,188630
1,Particle-swarp-optimization70,"mistake
",2004.65096301,449950
2,Particle-swarp-optimization70,"mistake
",1977.32599501,484176
3,Particle-swarp-optimization70,"mistake
",1959.04716401,476824
4,Particle-swarp-optimization70,"mistake
",1983.24801201,485734
5,Particle-swarp-optimization70,"mistake
",2016.10986401,491138
1,Particle-swarp-optimization70,"odfits
",55.9006810001,18838
2,Particle-swarp-optimization70,"odfits
",54.3886440001,18148
3,Particle-swarp-optimization70,"odfits
",54.6383330001,18168
4,Particle-swarp-optimization70,"odfits
",53.4806500001,18014
5,Particle-swarp-optimization70,"odfits
",54.6632160001,18322
1,Particle-swarp-optimization70,ex2_1_9bis,133.578216001,74662
2,Particle-swarp-optimization70,ex2_1_9bis,135.385816001,75076
3,Particle-swarp-optimization70,ex2_1_9bis,133.440471001,74590
4,Particle-swarp-optimization70,ex2_1_9bis,136.871919001,75310
5,Particle-swarp-optimization70,ex2_1_9bis,133.916995001,74718
