Seed,Solucion Empleada,Problema,Tiempo,Nodos
5,Hybrid-sa-pso50,"hs108
",438.424426001,46296
1,Hybrid-sa-pso50,"hs113
",38.2971490001,3810
2,Hybrid-sa-pso50,"hs113
",36.1177850001,3638
3,Hybrid-sa-pso50,"hs113
",37.9761800001,3846
4,Hybrid-sa-pso50,"hs113
",36.7706960001,3754
5,Hybrid-sa-pso50,"hs113
",34.2643030001,3522
1,Hybrid-sa-pso50,"dualc5
",218.368918001,54484
2,Hybrid-sa-pso50,"dualc5
",221.392945001,55032
3,Hybrid-sa-pso50,"dualc5
",220.716707001,55338
4,Hybrid-sa-pso50,"dualc5
",219.457608001,54684
5,Hybrid-sa-pso50,"dualc5
",218.861090001,54870
1,Hybrid-sa-pso50,"dualc8
",2476.26748801,183788
2,Hybrid-sa-pso50,"dualc8
",2532.49635901,189724
3,Hybrid-sa-pso50,"dualc8
",2579.44262801,190598
4,Hybrid-sa-pso50,"dualc8
",2472.09423101,186264
5,Hybrid-sa-pso50,"dualc8
",2507.36515001,189000
1,Hybrid-sa-pso50,"mistake
",4213.92754701,482764
2,Hybrid-sa-pso50,"mistake
",4417.75308701,541784
3,Hybrid-sa-pso50,"mistake
",3920.91042601,486138
4,Hybrid-sa-pso50,"mistake
",3893.40307301,485282
5,Hybrid-sa-pso50,"mistake
",3953.48673601,476820
1,Hybrid-sa-pso50,"odfits
",106.884637001,17918
2,Hybrid-sa-pso50,"odfits
",109.093392001,18326
3,Hybrid-sa-pso50,"odfits
",110.155711001,18308
4,Hybrid-sa-pso50,"odfits
",110.020386001,18176
5,Hybrid-sa-pso50,"odfits
",112.361670001,18816
1,Hybrid-sa-pso50,ex2_1_9bis,264.852039001,77218
2,Hybrid-sa-pso50,ex2_1_9bis,261.649944001,76590
3,Hybrid-sa-pso50,ex2_1_9bis,261.287470001,74610
4,Hybrid-sa-pso50,ex2_1_9bis,261.831644001,75312
5,Hybrid-sa-pso50,ex2_1_9bis,258.498192001,74928
