Seed,Solucion Empleada,Problema,Tiempo,Nodos
1,Hybrid-sa-pso30-5it,ex6_2_9,41.4468340001,21506
2,Hybrid-sa-pso30-5it,ex6_2_9,41.3542280001,21506
3,Hybrid-sa-pso30-5it,ex6_2_9,41.6082370001,21506
4,Hybrid-sa-pso30-5it,ex6_2_9,41.4287410001,21550
5,Hybrid-sa-pso30-5it,ex6_2_9,41.7302510001,21550
1,Hybrid-sa-pso30-5it,ex6_2_12,13.4463660001,7786
2,Hybrid-sa-pso30-5it,ex6_2_12,13.6686680001,7786
3,Hybrid-sa-pso30-5it,ex6_2_12,13.4773300001,7786
4,Hybrid-sa-pso30-5it,ex6_2_12,13.5116830001,7786
5,Hybrid-sa-pso30-5it,ex6_2_12,13.4725810001,7786
1,Hybrid-sa-pso30-5it,ex8_4_4bis,145.760649001,76254
2,Hybrid-sa-pso30-5it,ex8_4_4bis,146.559362001,76872
3,Hybrid-sa-pso30-5it,ex8_4_4bis,147.089150001,76678
4,Hybrid-sa-pso30-5it,ex8_4_4bis,148.736885001,77404
5,Hybrid-sa-pso30-5it,ex8_4_4bis,147.448252001,77032
1,Hybrid-sa-pso30-5it,ex14_2_7,160.275361001,12910
2,Hybrid-sa-pso30-5it,ex14_2_7,168.745709001,13516
3,Hybrid-sa-pso30-5it,ex14_2_7,167.051313001,13434
4,Hybrid-sa-pso30-5it,ex14_2_7,188.793793001,14792
5,Hybrid-sa-pso30-5it,ex14_2_7,166.776986001,12950
1,Hybrid-sa-pso30-5it,ex6_1_3bis,25.8439150001,11320
2,Hybrid-sa-pso30-5it,ex6_1_3bis,25.8964390001,11320
3,Hybrid-sa-pso30-5it,ex6_1_3bis,25.6525700001,11204
4,Hybrid-sa-pso30-5it,ex6_1_3bis,25.3427780001,11204
5,Hybrid-sa-pso30-5it,ex6_1_3bis,25.9059370001,11204
1,Hybrid-sa-pso30-5it,ex2_1_9,16.6616120001,5086
2,Hybrid-sa-pso30-5it,ex2_1_9,17.0974710001,5260
3,Hybrid-sa-pso30-5it,ex2_1_9,17.1019340001,5152
4,Hybrid-sa-pso30-5it,ex2_1_9,16.6672830001,5134
5,Hybrid-sa-pso30-5it,ex2_1_9,16.8598390001,5172
1,Hybrid-sa-pso30-5it,himmel16,28.4102380001,2564
2,Hybrid-sa-pso30-5it,himmel16,49.4839120001,4456
3,Hybrid-sa-pso30-5it,himmel16,56.6328310001,5128
4,Hybrid-sa-pso30-5it,himmel16,47.9618750001,4404
5,Hybrid-sa-pso30-5it,himmel16,37.2447290001,3274
1,Hybrid-sa-pso30-5it,ex2_1_7,27.1503740001,2446
2,Hybrid-sa-pso30-5it,ex2_1_7,27.2847340001,2510
3,Hybrid-sa-pso30-5it,ex2_1_7,26.8826710001,2452
4,Hybrid-sa-pso30-5it,ex2_1_7,27.3382420001,2532
5,Hybrid-sa-pso30-5it,ex2_1_7,27.2051540001,2482
1,Hybrid-sa-pso30-5it,ex2_1_8,18.6453890001,1474
2,Hybrid-sa-pso30-5it,ex2_1_8,20.7704720001,1614
3,Hybrid-sa-pso30-5it,ex2_1_8,20.9899950001,1576
4,Hybrid-sa-pso30-5it,ex2_1_8,21.4650530001,1614
5,Hybrid-sa-pso30-5it,ex2_1_8,19.2405710001,1534
1,Hybrid-sa-pso30-5it,launch,8.97131900001,244
2,Hybrid-sa-pso30-5it,launch,14.1379410001,472
3,Hybrid-sa-pso30-5it,launch,8.28645800001,192
4,Hybrid-sa-pso30-5it,launch,13.4048020001,434
5,Hybrid-sa-pso30-5it,launch,122.559023001,7628
1,Hybrid-sa-pso30-5it,"hs088
",302.816844001,1196
2,Hybrid-sa-pso30-5it,"hs088
",285.326718001,1064
3,Hybrid-sa-pso30-5it,"hs088
",275.347625001,1052
4,Hybrid-sa-pso30-5it,"hs088
",281.194765001,1056
5,Hybrid-sa-pso30-5it,"hs088
",276.778142001,1048
1,Hybrid-sa-pso30-5it,"hs093
",996.848214001,460298
2,Hybrid-sa-pso30-5it,"hs093
",880.462893001,388098
3,Hybrid-sa-pso30-5it,"hs093
",898.988211001,393722
4,Hybrid-sa-pso30-5it,"hs093
",947.020378001,452762
5,Hybrid-sa-pso30-5it,"hs093
",857.444640001,399290
1,Hybrid-sa-pso30-5it,"hs102
",5148.60286901,903594
2,Hybrid-sa-pso30-5it,"hs102
",5221.37464701,957440
3,Hybrid-sa-pso30-5it,"hs102
",5047.78093501,922190
4,Hybrid-sa-pso30-5it,"hs102
",4775.35895801,922234
5,Hybrid-sa-pso30-5it,"hs102
",4364.15940501,899868
1,Hybrid-sa-pso30-5it,"hs103
",1324.18368001,273256
2,Hybrid-sa-pso30-5it,"hs103
",1272.04907101,257622
3,Hybrid-sa-pso30-5it,"hs103
",1286.90028001,265634
4,Hybrid-sa-pso30-5it,"hs103
",1267.73958601,256320
5,Hybrid-sa-pso30-5it,"hs103
",1284.86181501,260066
1,Hybrid-sa-pso30-5it,"hs108
",228.711144001,51132
2,Hybrid-sa-pso30-5it,"hs108
",192.778055001,41658
3,Hybrid-sa-pso30-5it,"hs108
",231.543966001,52168
4,Hybrid-sa-pso30-5it,"hs108
",226.359043001,49882
5,Hybrid-sa-pso30-5it,"hs108
",209.997540001,45618
1,Hybrid-sa-pso30-5it,"hs113
",17.0983590001,3476
2,Hybrid-sa-pso30-5it,"hs113
",19.7524270001,4060
3,Hybrid-sa-pso30-5it,"hs113
",20.1765940001,3992
4,Hybrid-sa-pso30-5it,"hs113
",22.9564650001,4904
5,Hybrid-sa-pso30-5it,"hs113
",18.5930690001,3722
1,Hybrid-sa-pso30-5it,"dualc5
",126.225826001,55252
2,Hybrid-sa-pso30-5it,"dualc5
",125.596726001,54844
3,Hybrid-sa-pso30-5it,"dualc5
",123.578867001,54252
4,Hybrid-sa-pso30-5it,"dualc5
",116.496030001,51468
5,Hybrid-sa-pso30-5it,"dualc5
",127.663911001,55574
1,Hybrid-sa-pso30-5it,"dualc8
",868.876669001,189990
2,Hybrid-sa-pso30-5it,"dualc8
",882.268675001,190380
3,Hybrid-sa-pso30-5it,"dualc8
",858.870886001,184316
4,Hybrid-sa-pso30-5it,"dualc8
",851.398639001,188336
5,Hybrid-sa-pso30-5it,"dualc8
",829.621372001,190438
1,Hybrid-sa-pso30-5it,"mistake
",1733.39023901,462560
2,Hybrid-sa-pso30-5it,"mistake
",1723.48580301,455794
3,Hybrid-sa-pso30-5it,"mistake
",1679.61994601,474990
4,Hybrid-sa-pso30-5it,"mistake
",1696.47863601,482878
5,Hybrid-sa-pso30-5it,"mistake
",1734.99710801,484386
1,Hybrid-sa-pso30-5it,"odfits
",43.1541180001,17834
2,Hybrid-sa-pso30-5it,"odfits
",44.6080910001,18634
3,Hybrid-sa-pso30-5it,"odfits
",45.2304210001,18154
4,Hybrid-sa-pso30-5it,"odfits
",44.4018380001,17922
5,Hybrid-sa-pso30-5it,"odfits
",44.3462760001,18504
1,Hybrid-sa-pso30-5it,ex2_1_9bis,124.575428001,74732
2,Hybrid-sa-pso30-5it,ex2_1_9bis,125.811219001,75136
3,Hybrid-sa-pso30-5it,ex2_1_9bis,124.976758001,75400
4,Hybrid-sa-pso30-5it,ex2_1_9bis,124.133545001,74798
5,Hybrid-sa-pso30-5it,ex2_1_9bis,125.104250001,74910
