Seed,Solucion Empleada,Problema,Tiempo,Nodos
1,Hybrid-sa-pso30,ex8_4_4bis,155.455096001,77734
2,Hybrid-sa-pso30,ex8_4_4bis,156.374916001,77750
3,Hybrid-sa-pso30,ex8_4_4bis,161.020247001,80926
4,Hybrid-sa-pso30,ex8_4_4bis,159.102612001,79348
5,Hybrid-sa-pso30,ex8_4_4bis,156.570619001,78336
1,Hybrid-sa-pso30,ex14_2_7,197.944810001,11300
2,Hybrid-sa-pso30,ex14_2_7,184.657033001,10970
3,Hybrid-sa-pso30,ex14_2_7,216.689375001,12622
4,Hybrid-sa-pso30,ex14_2_7,187.577287001,10822
5,Hybrid-sa-pso30,ex14_2_7,273.232478001,15508
1,Hybrid-sa-pso30,ex6_1_3bis,27.9457750001,11022
2,Hybrid-sa-pso30,ex6_1_3bis,27.8544560001,11022
3,Hybrid-sa-pso30,ex6_1_3bis,27.7364590001,11022
4,Hybrid-sa-pso30,ex6_1_3bis,27.2196150001,11022
5,Hybrid-sa-pso30,ex6_1_3bis,27.9203930001,11022
1,Hybrid-sa-pso30,ex2_1_9,17.5416010001,5144
2,Hybrid-sa-pso30,ex2_1_9,17.0836150001,5152
3,Hybrid-sa-pso30,ex2_1_9,17.2341210001,5150
4,Hybrid-sa-pso30,ex2_1_9,17.2676420001,5076
5,Hybrid-sa-pso30,ex2_1_9,17.6760120001,5232
1,Hybrid-sa-pso30,himmel16,42.6698990001,3366
2,Hybrid-sa-pso30,himmel16,25.5575120001,2026
3,Hybrid-sa-pso30,himmel16,25.8959740001,2026
4,Hybrid-sa-pso30,himmel16,59.9815950001,4762
5,Hybrid-sa-pso30,himmel16,48.6339510001,3968
1,Hybrid-sa-pso30,ex2_1_7,29.9655560001,2410
2,Hybrid-sa-pso30,ex2_1_7,30.8046000001,2442
3,Hybrid-sa-pso30,ex2_1_7,30.2686640001,2438
4,Hybrid-sa-pso30,ex2_1_7,30.5735760001,2490
5,Hybrid-sa-pso30,ex2_1_7,30.7384200001,2458
1,Hybrid-sa-pso30,ex2_1_8,26.0564900001,1850
2,Hybrid-sa-pso30,ex2_1_8,22.2787070001,1606
3,Hybrid-sa-pso30,ex2_1_8,26.6604630001,1978
4,Hybrid-sa-pso30,ex2_1_8,23.4368720001,1700
5,Hybrid-sa-pso30,ex2_1_8,22.5190390001,1692
1,Hybrid-sa-pso30,launch,18.3714670001,506
2,Hybrid-sa-pso30,launch,9.40748600001,236
3,Hybrid-sa-pso30,launch,7.89876700001,172
4,Hybrid-sa-pso30,launch,7.52583900001,154
5,Hybrid-sa-pso30,launch,11.0285570001,258
1,Hybrid-sa-pso30,"hs088
",435.093486001,1118
2,Hybrid-sa-pso30,"hs088
",407.733124001,1076
3,Hybrid-sa-pso30,"hs088
",413.793505001,1088
4,Hybrid-sa-pso30,"hs088
",400.306597001,1064
5,Hybrid-sa-pso30,"hs088
",377.614480001,1000
1,Hybrid-sa-pso30,"hs093
",987.397721001,456146
2,Hybrid-sa-pso30,"hs093
",1010.71976401,463632
3,Hybrid-sa-pso30,"hs093
",881.022385001,389674
4,Hybrid-sa-pso30,"hs093
",991.515460001,455662
5,Hybrid-sa-pso30,"hs093
",984.306353001,450988
1,Hybrid-sa-pso30,"hs102
",6323.49194001,913096
2,Hybrid-sa-pso30,"hs102
",6729.50967301,900136
3,Hybrid-sa-pso30,"hs102
",7067.08775001,941482
4,Hybrid-sa-pso30,"hs102
",6463.60650801,902848
5,Hybrid-sa-pso30,"hs102
",7375.07961601,904756
1,Hybrid-sa-pso30,"hs103
",2151.84586801,250340
2,Hybrid-sa-pso30,"hs103
",2186.81395001,253086
3,Hybrid-sa-pso30,"hs103
",2134.56792501,247708
4,Hybrid-sa-pso30,"hs103
",2295.60854001,266126
5,Hybrid-sa-pso30,"hs103
",2217.42521901,246330
1,Hybrid-sa-pso30,"hs108
",342.317148001,48742
2,Hybrid-sa-pso30,"hs108
",364.108801001,50992
3,Hybrid-sa-pso30,"hs108
",324.199065001,45174
4,Hybrid-sa-pso30,"hs108
",338.543802001,46482
5,Hybrid-sa-pso30,"hs108
",277.018694001,37294
1,Hybrid-sa-pso30,"hs113
",31.9131050001,3982
2,Hybrid-sa-pso30,"hs113
",31.5474040001,4154
3,Hybrid-sa-pso30,"hs113
",33.2457090001,4254
4,Hybrid-sa-pso30,"hs113
",36.0674800001,4756
5,Hybrid-sa-pso30,"hs113
",31.5840290001,3932
1,Hybrid-sa-pso30,"dualc5
",181.909665001,54198
2,Hybrid-sa-pso30,"dualc5
",181.141682001,53934
3,Hybrid-sa-pso30,"dualc5
",180.664750001,53438
4,Hybrid-sa-pso30,"dualc5
",200.100263001,54390
5,Hybrid-sa-pso30,"dualc5
",189.907232001,54888
1,Hybrid-sa-pso30,"dualc8
",1695.93489501,191452
2,Hybrid-sa-pso30,"dualc8
",1692.89481501,187616
3,Hybrid-sa-pso30,"dualc8
",1649.05374201,187972
4,Hybrid-sa-pso30,"dualc8
",1669.99504401,191640
5,Hybrid-sa-pso30,"dualc8
",1681.66412601,189262
1,Hybrid-sa-pso30,"mistake
",3107.00167501,479722
2,Hybrid-sa-pso30,"mistake
",3099.63810901,479532
3,Hybrid-sa-pso30,"mistake
",3158.93227401,462456
4,Hybrid-sa-pso30,"mistake
",3216.02579101,489898
5,Hybrid-sa-pso30,"mistake
",2848.15917501,424598
1,Hybrid-sa-pso30,"odfits
",91.8319940001,18186
2,Hybrid-sa-pso30,"odfits
",90.9528510001,18570
3,Hybrid-sa-pso30,"odfits
",88.9212010001,17962
4,Hybrid-sa-pso30,"odfits
",90.1910910001,17986
5,Hybrid-sa-pso30,"odfits
",88.8604560001,17992
1,Hybrid-sa-pso30,ex2_1_9bis,232.582881001,74994
2,Hybrid-sa-pso30,ex2_1_9bis,231.223460001,74536
3,Hybrid-sa-pso30,ex2_1_9bis,230.356633001,74906
4,Hybrid-sa-pso30,ex2_1_9bis,228.649442001,74762
5,Hybrid-sa-pso30,ex2_1_9bis,229.567403001,75352
