Seed,Solucion Empleada,Problema,Tiempo,Nodos
2,Hybrid-sa-pso70,"mistake
",5071.29383701,520568
3,Hybrid-sa-pso70,"mistake
",4537.91790001,502460
4,Hybrid-sa-pso70,"mistake
",4160.90284601,478708
5,Hybrid-sa-pso70,"mistake
",3587.88553501,410636
1,Hybrid-sa-pso70,"odfits
",116.601860001,17948
2,Hybrid-sa-pso70,"odfits
",117.207353001,18068
3,Hybrid-sa-pso70,"odfits
",120.193391001,18570
4,Hybrid-sa-pso70,"odfits
",117.841685001,17816
5,Hybrid-sa-pso70,"odfits
",114.857739001,17554
1,Hybrid-sa-pso70,ex2_1_9bis,263.723894001,75652
2,Hybrid-sa-pso70,ex2_1_9bis,262.411587001,74840
3,Hybrid-sa-pso70,ex2_1_9bis,260.092850001,74298
4,Hybrid-sa-pso70,ex2_1_9bis,260.877993001,74594
5,Hybrid-sa-pso70,ex2_1_9bis,268.882823001,75542
