Seed,Solucion Empleada,Problema,Tiempo,Nodos
5,Hybrid-sa-pso50-5it,himmel16,30.0692160001,2206
1,Hybrid-sa-pso50-5it,ex2_1_7,32.6516320001,2446
2,Hybrid-sa-pso50-5it,ex2_1_7,32.2811410001,2464
3,Hybrid-sa-pso50-5it,ex2_1_7,33.2774900001,2546
4,Hybrid-sa-pso50-5it,ex2_1_7,35.0545080001,2710
5,Hybrid-sa-pso50-5it,ex2_1_7,32.1569890001,2434
1,Hybrid-sa-pso50-5it,ex2_1_8,24.0957720001,1694
2,Hybrid-sa-pso50-5it,ex2_1_8,23.1062140001,1590
3,Hybrid-sa-pso50-5it,ex2_1_8,21.8522590001,1536
4,Hybrid-sa-pso50-5it,ex2_1_8,23.6643090001,1668
5,Hybrid-sa-pso50-5it,ex2_1_8,23.2179660001,1654
1,Hybrid-sa-pso50-5it,launch,222.198003001,11712
2,Hybrid-sa-pso50-5it,launch,150.021926001,7728
3,Hybrid-sa-pso50-5it,launch,198.107224001,11124
4,Hybrid-sa-pso50-5it,launch,14.4867910001,358
5,Hybrid-sa-pso50-5it,launch,5.56462600001,110
1,Hybrid-sa-pso50-5it,"hs088
",527.945836001,1126
2,Hybrid-sa-pso50-5it,"hs088
",498.400204001,1046
3,Hybrid-sa-pso50-5it,"hs088
",473.972973001,1092
4,Hybrid-sa-pso50-5it,"hs088
",466.592970001,1090
5,Hybrid-sa-pso50-5it,"hs088
",477.906775001,1104
1,Hybrid-sa-pso50-5it,"hs093
",1119.54509401,457014
2,Hybrid-sa-pso50-5it,"hs093
",1117.47747201,452686
3,Hybrid-sa-pso50-5it,"hs093
",1010.91982701,396658
4,Hybrid-sa-pso50-5it,"hs093
",1070.70098901,449422
5,Hybrid-sa-pso50-5it,"hs093
",940.470341001,386742
1,Hybrid-sa-pso50-5it,"hs102
",7194.12351501,949944
2,Hybrid-sa-pso50-5it,"hs102
",7015.98323901,927960
3,Hybrid-sa-pso50-5it,"hs102
",7622.90407401,962450
4,Hybrid-sa-pso50-5it,"hs102
",7513.56431701,966328
5,Hybrid-sa-pso50-5it,"hs102
",6649.29326201,928702
1,Hybrid-sa-pso50-5it,"hs103
",1762.87969701,250394
2,Hybrid-sa-pso50-5it,"hs103
",1850.48043901,267712
3,Hybrid-sa-pso50-5it,"hs103
",1809.36398201,258854
4,Hybrid-sa-pso50-5it,"hs103
",1759.29528701,253368
5,Hybrid-sa-pso50-5it,"hs103
",1711.76944201,259342
1,Hybrid-sa-pso50-5it,"hs108
",296.077902001,54114
2,Hybrid-sa-pso50-5it,"hs108
",294.614445001,48268
3,Hybrid-sa-pso50-5it,"hs108
",280.504451001,49290
4,Hybrid-sa-pso50-5it,"hs108
",231.323297001,41278
5,Hybrid-sa-pso50-5it,"hs108
",245.584520001,41460
1,Hybrid-sa-pso50-5it,"hs113
",24.9971050001,4148
2,Hybrid-sa-pso50-5it,"hs113
",24.2930870001,3994
3,Hybrid-sa-pso50-5it,"hs113
",26.8768130001,4586
4,Hybrid-sa-pso50-5it,"hs113
",23.9984580001,3922
5,Hybrid-sa-pso50-5it,"hs113
",29.9731160001,5104
1,Hybrid-sa-pso50-5it,"dualc5
",144.502551001,54418
2,Hybrid-sa-pso50-5it,"dualc5
",144.508401001,53972
3,Hybrid-sa-pso50-5it,"dualc5
",144.263507001,54134
4,Hybrid-sa-pso50-5it,"dualc5
",145.803601001,54998
5,Hybrid-sa-pso50-5it,"dualc5
",146.149990001,55216
1,Hybrid-sa-pso50-5it,"dualc8
",1271.20679801,188922
2,Hybrid-sa-pso50-5it,"dualc8
",1180.46970101,187650
3,Hybrid-sa-pso50-5it,"dualc8
",1150.61336201,187538
4,Hybrid-sa-pso50-5it,"dualc8
",1185.47189701,189746
5,Hybrid-sa-pso50-5it,"dualc8
",1171.96062701,187852
1,Hybrid-sa-pso50-5it,"mistake
",2335.19536101,452868
2,Hybrid-sa-pso50-5it,"mistake
",2328.11172201,471594
3,Hybrid-sa-pso50-5it,"mistake
",2144.32511301,439940
4,Hybrid-sa-pso50-5it,"mistake
",2484.49005601,509622
5,Hybrid-sa-pso50-5it,"mistake
",2285.54631301,473528
1,Hybrid-sa-pso50-5it,"odfits
",60.9574760001,18242
2,Hybrid-sa-pso50-5it,"odfits
",63.9130890001,19180
3,Hybrid-sa-pso50-5it,"odfits
",61.6176070001,18052
4,Hybrid-sa-pso50-5it,"odfits
",60.8513310001,17980
5,Hybrid-sa-pso50-5it,"odfits
",60.9759980001,18120
1,Hybrid-sa-pso50-5it,ex2_1_9bis,160.009035001,74398
2,Hybrid-sa-pso50-5it,ex2_1_9bis,162.668633001,74920
3,Hybrid-sa-pso50-5it,ex2_1_9bis,163.589664001,75072
4,Hybrid-sa-pso50-5it,ex2_1_9bis,166.392895001,74474
5,Hybrid-sa-pso50-5it,ex2_1_9bis,164.152709001,74656
